,participant_id,experiment_nr,step_count,gt_step_time,us_step_time,gt_cycle_time,us_cycle_time,gt_cadence,us_cadence,gt_ambulation_time,us_ambulation_time,gt_velocity,us_velocity,gt_step_length,us_step_length
87,p35,3,8,655.0,657.0,1320.0,1351.6666666666667,91.5,91.30434782608695,4590.0,4600.0,93.2,91.5791304347826,61.045,59.52643478260869
88,p35,0,5,635.0,630.0,1255.0,1223.3333333333333,94.7,95.23809523809523,3800.0,3780.0,97.9,111.44550264550264,62.015,70.21066666666667
89,p35,1,8,670.0,665.0,1325.0,1328.3333333333333,89.9,90.12875536480688,4670.0,4660.0,90.5,90.4,60.325,59.66400000000001
90,p35,2,8,565.0,552.0,1125.0,1095.0,105.8,108.52713178294573,3970.0,3870.0,107.1,108.85374677002584,60.7,59.86956072351421
91,p35,3,8,755.0,754.0,1525.0,1518.3333333333333,79.5,79.54545454545456,5280.0,5280.0,79.6,79.78484848484848,59.945,60.63648484848485
92,p35,0,7,575.0,571.0,1135.0,1136.0,104.7,104.95626822157435,3440.0,3430.0,130.9,122.81749271137026,75.07,70.00597084548104
93,p35,1,8,610.0,605.0,1210.0,1215.0,99.1,99.0566037735849,4240.0,4240.0,98.7,99.35471698113207,59.19,60.60637735849056
94,p35,2,8,535.0,542.0,1060.0,1073.3333333333333,112.9,110.52631578947368,3720.0,3800.0,112.7,110.85894736842104,60.185,58.75524210526316
95,p35,3,8,645.0,645.0,1290.0,1286.6666666666667,92.7,92.92035398230088,4530.0,4520.0,93.7,93.19999999999999,60.435,59.647999999999996
96,p35,0,7,560.0,555.0,1100.0,1102.0,108.1,108.10810810810811,3330.0,3330.0,138.4,126.50570570570571,76.795,68.94560960960962
97,p35,1,8,665.0,674.0,1335.0,1343.3333333333333,89.9,88.98305084745763,4670.0,4720.0,90.0,89.25084745762713,60.05500000000001,60.69057627118645
98,p35,2,8,495.0,495.0,995.0,991.6666666666666,120.7,121.03746397694523,3480.0,3470.0,122.7,121.40172910662824,61.045,60.70086455331412
99,p35,3,8,665.0,670.0,1330.0,1338.3333333333333,90.5,89.55223880597015,4640.0,4690.0,90.9,89.82174840085287,60.120000000000005,59.2823539445629
100,p35,0,8,530.0,535.0,1055.0,1063.3333333333333,113.8,112.0,3690.0,3750.0,124.2,112.33706666666667,65.44,60.66201600000001
101,p35,1,8,665.0,654.0,1330.0,1331.6666666666667,90.7,91.70305676855895,4630.0,4580.0,92.1,91.97903930131004,60.620000000000005,57.94679475982532
102,p35,2,8,495.0,498.0,1000.0,1000.0,120.7,120.34383954154728,3480.0,3490.0,121.6,120.70601719197707,60.295,59.14594842406876
103,p35,3,8,650.0,658.0,1300.0,1321.6666666666667,92.3,91.10629067245118,4550.0,4610.0,92.4,91.38047722342733,60.06,61.22491973969632
104,p35,0,8,505.0,507.0,1010.0,1011.6666666666666,119.0,118.30985915492957,3530.0,3550.0,119.7,118.66591549295774,60.545,60.51961690140845
105,p35,1,8,670.0,678.0,1350.0,1351.6666666666667,89.7,88.42105263157896,4680.0,4750.0,90.1,88.68715789473684,60.36,61.194138947368415
106,p35,2,8,480.0,485.0,955.0,968.3333333333334,125.4,123.5294117647059,3350.0,3400.0,127.0,123.90117647058824,60.81,60.711576470588234
107,p35,3,8,670.0,670.0,1350.0,1350.0,89.7,89.55223880597015,4680.0,4690.0,89.3,89.82174840085287,59.6,60.180571428571426
108,p35,0,8,655.0,660.0,1310.0,1343.3333333333333,91.7,90.9090909090909,4580.0,4620.0,87.6,91.18268398268398,57.32,61.09239826839827
109,p35,1,8,650.0,652.0,1300.0,1296.6666666666667,92.1,91.90371991247264,4560.0,4570.0,92.2,92.18030634573304,60.065,60.83900218818381
110,p35,2,8,495.0,495.0,985.0,988.3333333333334,121.0,121.03746397694523,3470.0,3470.0,121.9,121.40172910662824,60.46,58.27282997118155
111,p35,3,8,650.0,627.0,1295.0,1251.6666666666667,92.3,95.67198177676538,4550.0,4390.0,93.5,95.95990888382688,60.745000000000005,60.45474259681094
112,p35,0,8,610.0,607.0,1215.0,1211.6666666666667,98.4,98.82352941176471,4270.0,4250.0,100.2,99.1209411764706,61.09,60.46377411764706
113,p35,1,8,635.0,634.0,1260.0,1261.6666666666667,94.8,94.59459459459458,4430.0,4440.0,97.6,94.87927927927927,61.955,61.67153153153153
114,p35,2,8,490.0,480.0,970.0,951.6666666666666,122.8,125.00000000000001,3420.0,3360.0,124.4,125.37619047619049,61.235,58.926809523809524
115,p35,3,8,645.0,651.0,1285.0,1291.6666666666667,92.5,92.10526315789474,4540.0,4560.0,93.1,92.38245614035087,60.29,60.04859649122807
116,p35,0,7,535.0,523.0,1070.0,1044.0,111.5,114.64968152866243,3230.0,3140.0,129.6,134.16050955414013,69.745,69.76346496815287
117,p35,1,8,665.0,661.0,1330.0,1330.0,90.7,90.71274298056156,4630.0,4630.0,90.8,90.98574514038877,60.05500000000001,60.960449244060484
118,p35,2,8,495.0,501.0,990.0,998.3333333333334,121.7,119.65811965811966,3450.0,3510.0,123.0,120.01823361823361,60.585,60.009116809116804
119,p35,3,8,660.0,660.0,1325.0,1321.6666666666667,90.7,90.9090909090909,4630.0,4620.0,91.6,91.18268398268398,60.635000000000005,60.18057142857143
120,p35,0,8,580.0,577.0,1155.0,1146.6666666666667,104.2,103.96039603960396,4030.0,4040.0,106.4,104.27326732673268,61.7,60.47849504950495
121,p35,1,8,590.0,592.0,1185.0,1183.3333333333333,101.0,101.20481927710843,4160.0,4150.0,102.2,101.50939759036144,60.225,60.905638554216864
122,p35,2,8,485.0,485.0,970.0,963.3333333333334,123.5,123.5294117647059,3400.0,3400.0,126.4,123.90117647058824,60.875,60.711576470588234
123,p35,3,8,650.0,644.0,1210.0,1251.6666666666667,101.9,93.12638580931264,4710.0,4510.0,98.4,93.40665188470066,57.945,58.84619068736142
124,p35,0,8,585.0,590.0,1175.0,1171.6666666666667,102.2,101.69491525423729,4110.0,4130.0,99.7,102.00096852300243,63.39,60.180571428571426
125,p35,1,9,650.0,648.0,1300.0,1300.0,92.3,92.48554913294798,5200.0,5190.0,81.3,81.1684007707129,52.83,52.75946050096339
126,p35,2,8,495.0,495.0,990.0,1001.6666666666666,120.7,121.03746397694523,3480.0,3470.0,121.2,121.40172910662824,60.745,60.70086455331412
127,p35,3,8,650.0,645.0,1290.0,1290.0,92.7,92.92035398230088,4530.0,4520.0,91.7,93.19999999999999,59.405,60.57999999999999
128,p35,0,9,595.0,593.0,1185.0,1187.142857142857,101.3,101.05263157894737,4740.0,4750.0,90.2,88.68715789473684,53.44,52.768858947368415
129,p35,1,8,645.0,627.0,1290.0,1291.6666666666667,93.1,95.67198177676538,4510.0,4390.0,93.8,95.95990888382688,60.28,62.37394077448748
130,p35,2,8,495.0,495.0,1000.0,996.6666666666666,120.0,121.03746397694523,3500.0,3470.0,121.1,121.40172910662824,60.345,59.486847262247835
131,p35,3,8,660.0,662.0,1330.0,1330.0,90.7,90.51724137931035,4630.0,4640.0,91.6,90.7896551724138,60.715,60.82906896551725
132,p35,0,9,540.0,556.0,1080.0,1097.142857142857,111.1,107.86516853932585,4320.0,4450.0,101.1,94.66606741573034,54.614999999999995,50.173015730337085
133,p35,1,8,665.0,664.0,1340.0,1336.6666666666667,90.3,90.3225806451613,4650.0,4650.0,89.8,90.59440860215054,59.375,61.604197849462366
134,p35,2,8,495.0,502.0,990.0,1001.6666666666666,121.7,119.31818181818181,3450.0,3520.0,121.5,119.67727272727274,59.795,61.0354090909091
135,p35,3,8,660.0,661.0,1330.0,1335.0,91.3,90.71274298056156,4600.0,4630.0,91.4,90.98574514038877,60.14,60.960449244060484
136,p35,0,8,595.0,594.0,1190.0,1186.6666666666667,100.4,100.96760622633572,4780.0,4754.0,89.3,88.61253681110644,53.34,52.2813967185528
137,p35,1,8,635.0,637.0,1275.0,1276.6666666666667,94.6,94.17040358744394,4440.0,4460.0,94.7,94.45381165919282,59.95,61.394977578475334
138,p35,2,8,570.0,557.0,1140.0,1111.6666666666667,105.3,107.6923076923077,3990.0,3900.0,105.7,108.01641025641027,60.17,60.489189743589755
139,p35,3,8,635.0,645.0,1325.0,1303.3333333333333,90.5,92.92035398230088,4640.0,4520.0,91.4,93.19999999999999,60.625,59.647999999999996
140,p35,0,8,555.0,551.0,1110.0,1098.3333333333333,108.0,108.80829015544042,3890.0,3860.0,112.6,109.13575129533679,62.78,58.93330569948187
141,p35,1,8,650.0,651.0,1305.0,1301.6666666666667,92.3,92.10526315789474,4550.0,4560.0,92.4,92.38245614035087,59.78,60.04859649122807
142,p35,2,8,600.0,600.0,1195.0,1196.6666666666667,100.0,100.0,4200.0,4200.0,100.9,100.30095238095238,60.42,57.17154285714285
143,p35,3,8,660.0,658.0,1320.0,1310.0,91.1,91.10629067245118,4610.0,4610.0,91.2,91.38047722342733,59.985,60.311114967462046
144,p35,0,8,590.0,597.0,1175.0,1166.6666666666667,101.2,100.47846889952153,4150.0,4180.0,98.9,100.78086124401915,58.705,58.4528995215311
145,p35,1,8,610.0,608.0,1220.0,1220.0,98.6,98.59154929577464,4260.0,4260.0,98.4,98.88826291079813,59.92,59.332957746478876
146,p35,2,8,500.0,501.0,995.0,993.3333333333334,119.3,119.65811965811966,3520.0,3510.0,120.4,120.01823361823361,60.45,60.009116809116804
147,p35,3,8,680.0,682.0,1355.0,1355.0,87.9,87.8661087866109,4780.0,4780.0,89.0,88.1305439330544,60.795,61.69138075313808
148,p35,0,7,555.0,553.0,1095.0,1102.0,108.8,108.43373493975903,3310.0,3320.0,118.9,126.8867469879518,65.58,70.42214457831325
149,p35,1,8,670.0,668.0,1335.0,1341.6666666666667,89.9,89.74358974358975,4670.0,4680.0,89.4,90.01367521367523,59.94499999999999,61.20929914529916
150,p35,2,8,505.0,488.0,1000.0,985.0,119.7,122.80701754385964,3510.0,3420.0,119.4,123.1766081871345,59.870000000000005,61.58830409356725
151,p35,3,8,655.0,658.0,1305.0,1306.6666666666667,91.3,91.10629067245118,4600.0,4610.0,91.9,91.38047722342733,60.260000000000005,59.39731019522777
152,p35,0,7,530.0,528.0,1055.0,1050.0,113.2,113.56466876971609,3180.0,3170.0,118.6,132.8908517350158,62.864999999999995,70.43215141955837
153,p35,1,8,1245.0,1244.0,2495.0,2495.0,48.2,48.220436280137775,8710.0,8710.0,48.3,48.36555683122847,59.885000000000005,61.90791274397244
154,p35,2,8,760.0,782.0,1580.0,1531.6666666666667,78.1,76.64233576642336,5380.0,5480.0,77.7,76.87299270072992,62.195,56.88601459854014
155,p35,3,8,830.0,841.0,1680.0,1693.3333333333333,72.2,71.30730050933785,5820.0,5890.0,72.4,71.52190152801359,60.085,60.07839728353141
156,p35,0,7,555.0,551.0,1100.0,1108.0,108.8,108.76132930513594,3310.0,3310.0,112.8,127.27009063444109,62.245000000000005,69.3621993957704
157,p35,1,8,670.0,635.0,1335.0,1278.3333333333333,89.7,94.38202247191012,4680.0,4450.0,89.8,94.66606741573034,59.815,62.47960449438202
158,p35,2,8,565.0,561.0,1125.0,1125.0,106.9,106.8702290076336,3930.0,3930.0,108.5,107.19185750636132,60.62,60.02744020356234
159,p35,3,8,635.0,630.0,1275.0,1261.6666666666667,94.0,95.23809523809523,4470.0,4410.0,95.1,95.52471655328799,60.43,61.135818594104315
160,p35,0,8,595.0,595.0,1185.0,1193.3333333333333,101.0,100.71942446043165,4160.0,4170.0,99.7,101.02254196642686,59.105000000000004,59.603299760191845
161,p35,1,8,620.0,625.0,1250.0,1250.0,96.3,95.89041095890411,4360.0,4380.0,97.3,96.17899543378996,60.43,58.669187214611874
162,p35,2,8,475.0,460.0,945.0,916.6666666666666,126.1,130.43478260869566,3330.0,3220.0,127.9,130.82732919254659,61.17,61.48884472049689
163,p35,3,8,645.0,650.0,1290.0,1303.3333333333333,92.7,92.3076923076923,4530.0,4550.0,93.6,92.58549450549451,60.53,60.18057142857143
164,p35,0,8,655.0,647.0,1300.0,1291.6666666666667,91.7,92.71523178807946,4580.0,4530.0,86.2,92.99426048565121,56.565,59.51632671081678
165,p35,1,8,605.0,611.0,1205.0,1216.6666666666667,99.3,98.13084112149534,4230.0,4280.0,101.2,98.42616822429906,61.355000000000004,60.03996261682243
166,p35,2,8,540.0,541.0,1075.0,1073.3333333333333,111.1,110.81794195250659,3780.0,3790.0,110.5,111.1514511873351,59.925,61.13329815303431
167,p35,3,8,640.0,645.0,1280.0,1278.3333333333333,93.5,92.92035398230088,4490.0,4520.0,93.4,93.19999999999999,60.055,59.647999999999996
168,p35,0,8,515.0,507.0,1025.0,1016.6666666666666,117.3,118.30985915492957,3580.0,3550.0,112.7,118.66591549295774,57.61,59.33295774647887
169,p35,1,8,660.0,664.0,1330.0,1336.6666666666667,91.1,90.3225806451613,4610.0,4650.0,92.0,90.59440860215054,60.53,58.88636559139785
170,p35,2,8,530.0,531.0,1070.0,1075.0,113.5,112.90322580645162,3700.0,3720.0,113.2,113.24301075268816,59.92,61.15122580645161
171,p35,3,8,670.0,667.0,1320.0,1323.3333333333333,90.3,89.93576017130621,4650.0,4670.0,91.5,90.20642398286938,60.935,60.43830406852249
172,p35,0,7,670.0,683.0,1345.0,1358.0,89.6,87.80487804878048,4020.0,4100.0,102.0,102.74731707317075,68.36500000000001,69.35443902439026
173,p35,1,8,665.0,660.0,1325.0,1323.3333333333333,90.5,90.9090909090909,4640.0,4620.0,92.0,91.18268398268398,60.58,60.18057142857143
174,p35,2,8,515.0,508.0,1020.0,1020.0,117.0,117.97752808988764,3590.0,3560.0,118.4,118.33258426966292,60.605000000000004,57.982966292134826
175,p35,3,8,680.0,672.0,1360.0,1328.3333333333333,87.5,89.171974522293,4800.0,4710.0,87.9,89.44033970276008,60.275000000000006,60.819430997876864
176,p35,0,7,590.0,578.0,1170.0,1148.0,102.0,103.74639769452449,3530.0,3470.0,115.9,121.40172910662824,68.21000000000001,69.80599423631124
177,p35,1,8,615.0,615.0,1225.0,1226.6666666666667,97.4,97.4477958236659,4310.0,4310.0,99.3,97.74106728538283,60.989999999999995,60.59946171693735
178,p35,2,8,510.0,518.0,1020.0,1031.6666666666667,117.3,115.70247933884299,3580.0,3630.0,117.1,116.05068870523417,59.85,60.34635812672177
179,p35,3,8,650.0,642.0,1295.0,1285.0,92.7,93.33333333333331,4530.0,4500.0,92.2,93.61422222222222,59.56,59.91310222222222
180,p35,0,9,695.0,693.0,1390.0,1387.142857142857,86.5,86.48648648648648,5550.0,5550.0,75.7,75.90342342342343,52.53,52.37336216216217
